title,severity,cvss_base_score,cvss_vector,details_md,references
Decentralized Application Misconfiguration - DeFi Security - Pricing Oracle Manipulation,unclassified,,,"## Description
A pricing oracle manipulation attack occurs when an attacker manipulates the data provided by price oracles to distort the prices of assets within a Decentralized Finance (DeFi) protocol. The vulnerability stems from the reliance on price oracles to determine asset values, particularly when these oracles draw data from a single or few external sources. Attackers may, for example, provide false liquidity to a decentralized exchange to artificially inflate or deflate the price of an asset, or target oracles with delayed price updates to profit from manipulated pricing.

**Business Impact** 

Manipulation of price oracles can destabilize the platform by causing false valuations of assets, resulting in unfair liquidations, arbitrage, or financial loss for users. This can harm the integrity of the DeFi protocol, eroding user trust, and causing significant financial losses. Additionally, legal risks arise if manipulated pricing leads to large-scale market instability or fraud within the platform.

**Steps to Reproduce**

1. Navigate to the following URL: {{URL}}
1. Identify a DeFi platform relying on a price oracle for asset valuation: {{define specific platform}}
1. Determine that the price oracle uses a centralized or single-source price feed {{screenshot}}
1. Manipulate the liquidity on the platform or provide false data to the oracle
1. Observe price distortions and execute trades based on the manipulated prices to profit {{screenshot}}
1. Liquidate positions or perform arbitrage before the oracle updates or corrects the prices

**Proof of Concept**

The screenshot(s) below demonstrate(s) the vulnerability:
>
> {{screenshot}}

**Proof of Concept**

The screenshot(s) below demonstrate(s) the vulnerability:
>
> {{screenshot}}

## Resolution
Implementing the following defensive measures in the decentralized application can prevent and limit the impact of the vulnerability:

- Use failsafes to detect abnormal pricing shifts and pause the protocol if manipulation is detected. Set thresholds for price volatility ranges for all assets within the dApp (these can be based on historical data, statistical models, and normal market activity). 
- Ensure that accurate and real-time price feeds are used from decentralized oracles.
- Use time weighted average price or volume weighted average price to smooth short-term volatility.
- Enable circuit breakers to pause the system in the event of large, suspicious transactions.
- Continuously monitor for sudden spikes or reductions in liquidity or trading volumes that might signal manipulation.",
Decentralized Application Misconfiguration - Protocol Security Misconfiguration,unclassified,,,"## Description
Protocol security misconfigurations refer to design or configuration errors in blockchain protocols that underpin dApps, such as staking logic flaws, frontrunning vulnerabilities, or improper validation of state transitions. These issues can disrupt protocol operations and compromise its security. An attacker can exploit these misconfigurations to manipulate consensus, disrupt staking rewards, or conduct unauthorized state changes.

**Business Impact**  

Protocol misconfigurations can undermine network stability, result in financial losses, and harm the ecosystem relying on the protocol. Exploits may also lead to legal challenges and erode stakeholder confidence in the system.

**Steps to Reproduce**  

1. Navigate to the following URL: {{URL}}
1. Examine the protocol’s design and configuration for logical flaws 
1. Test the staking mechanism for vulnerabilities, such as reward manipulation
1. Attempt frontrunning attacks to exploit timing issues in transactions 
1. Analyze state transition validation logic for missing checks or weak points

**Proof of Concept**

The screenshot(s) below demonstrate(s) the vulnerability:
>
> {{screenshot}}

## Resolution
Implementing the following defensive measures can prevent and limit the impact of the vulnerability:

- Conduct thorough audits of the protocol’s design and implementation.  
- Implement measures to mitigate timing-based attacks, such as transaction sequencing.  
- Use cryptographic methods to validate state transitions securely.  
- Regularly test the protocol under stress conditions to identify weaknesses.",
Decentralized Application Misconfiguration - Protocol Security Misconfiguration - Node-level Denial of Service,critical,,,"## Description
Node-Level Denial of Service (DoS) vulnerabilities occur when a protocol’s nodes are susceptible to overload or disruption from excessive requests, inefficient resource management, or lack of rate limiting. Through this misconfiguration, an attacker can flood nodes with requests, causing network disruptions or temporary downtime. A node-level DoS attack can also prevent legitimate users from accessing the protocol, disrupting operations, and degrading the service's reliability.

**Business Impact**  

A DoS attack can impact availability, causing loss of trust and a potential decline in user engagement. Frequent disruptions could also affect the protocol’s revenue, especially if the network relies on transaction fees. In competitive markets, such reliability issues may damage the protocol’s reputation, causing long-term losses.

**Steps to Reproduce**  

1. Navigate to the following URL: {{URL}}
1. Identify the network nodes used by the protocol
1. Use {{ tool}} to send a high volume of requests to a specific node
1. Observe the node’s response to see if it slows or becomes unresponsive
1. Observe that the node lacks rate-limiting mechanisms

**Proof of Concept**

The screenshot(s) below demonstrate(s) the vulnerability:
>
> {{screenshot}}

## Resolution
Implementing the following defensive measures can prevent and limit the impact of the vulnerability:

- Implement rate limiting on all nodes to restrict excessive requests from a single source.
- Use load balancers to distribute requests across nodes efficiently.
- Monitor node health in real-time, and automatically scale resources in response to increased demand.
- Establish alerting mechanisms for abnormal traffic patterns and implement automated mitigation strategies.",
Algorithmic Biases,unclassified,,,"## Description
Algorithmic bias occurs in an AI model when the algorithms used to develop the model produce biased outcomes as a result of inherent flaws or limitations in their design. This bias originates from assumptions made during algorithm development, selection of inappropriate models, or the way data is processed and weighted. This results in AI models that make unfair, skewed, or discriminatory decisions.

**Business Impact**

Aggregation bias in this AI model can result in reputational damage and indirect financial loss due to the loss of customer trust in the output of the model.

**Steps to Reproduce**

1. Select an AI algorithm known to have potential biases
1. Train the algorithm on a dataset that may amplify these biases
1. Test the algorithm's decisions or predictions on a diverse dataset
1. Identify and document instances where the algorithm's output is biased

**Proof of Concept (PoC)**

The screenshot(s) below demonstrate(s) the vulnerability:

{{screenshot}}

## Resolution
Establish practices and policies that ensure responsible data collection and training. This can include:

- Conducting a comprehensive review of the training data to find and remediate biases. This includes re-sampling underrepresented groups and adjusting the model parameters to promote fairness.
- Business processes that index ethical frameworks, best practices, and concerns should be developed, monitored, and evaluated.
- Clearly define the desired outcomes of the AI model, then frame the key variables to capture.
- Ensuring that the data collected and used to train the AI model illustrates the environment that it will be deployed in and contains diverse and representative data.
- Design and develop algorithms that are sensitive to fairness considerations, and audit these regularly.
- Practice data collection principles that do not disadvantage specific groups.
- Document the development of the AI model, including all datasets, variables identified, and decisions made throughout the development cycle.",
Algorithmic Biases - Aggregation Bias,unclassified,,,"## Description
Aggregation bias occurs in an AI model when systematic favoritism is displayed when processing data from different demographic groups. This bias originates from training data that is skewed, or that has an under representation of certain groups. Outputs from AI models that have an aggregation bias can result in unequal treatment of users based on demographic characteristics, which can lead to unfair and discriminatory outcomes.

**Business Impact**

Aggregation bias in this AI model can result in reputational damage and indirect financial loss due to the loss of customer trust in the output of the model.

**Steps to Reproduce**

1. Obtain a diverse dataset containing demographic information
1. Feed the dataset into the AI model
1. Record the model's predictions and decisions
1. Compare outcomes across different demographic groups
1. Observe the systematic favoritism displayed by the model toward one or more specific groups

**Proof of Concept (PoC)**

The screenshot(s) below demonstrate(s) the vulnerability:

{{screenshot}}

## Resolution
Establish practices and policies that ensure responsible data collection and training. This can include:

- Conducting a comprehensive review of the training data to find and remediate biases. This includes re-sampling underrepresented groups and adjusting the model parameters to promote fairness.
- Business processes that index ethical frameworks, best practices, and concerns should be developed, monitored, and evaluated.
- Clearly define the desired outcomes of the AI model, then frame the key variables to capture.
- Ensuring that the data collected and used to train the AI model illustrates the environment that it will be deployed in and contains diverse and representative data.
- Design and develop algorithms that are sensitive to fairness considerations, and audit these regularly.
- Practice data collection principles that do not disadvantage specific groups.
- Document the development of the AI model, including all datasets, variables identified, and decisions made throughout the development cycle.",
Algorithmic Biases - Processing Bias,unclassified,,,"## Description
Processing bias occurs when AI algorithms make biased decisions, or predictions, due to the way that they process data. This can be a result of the algorithm's design or the training data it has been trained on. Outputs from AI models that have a processing bias can result in discrimination, reinforcement of stereotypes, and unintended consequences such as amplification or polarization of viewpoints that disadvantage certain groups.

**Business Impact**

Processing bias in this AI model can result in reputational damage and indirect monetary loss due to the loss of customer trust in the output of the model.

**Steps to Reproduce**

1. Input the following benchmark dataset into the AI model: {{Benchmark data set}}
1. Split the dataset into two sets. One is to act as the training dataset and the other as the testing dataset.
1. Examine the model's predictions and note the following disparity exists: {{Disparity between Group A and Group B}}

**Proof of Concept (PoC)**

The screenshot(s) below demonstrate(s) the vulnerability:

{{screenshot}}

## Resolution
Establish practices and policies that ensure responsible data collection and training. This can include:

- Conducting a comprehensive review of the training data to find and remediate biases. This includes re-sampling underrepresented groups and adjusting the model parameters to promote fairness.
- Business processes that index ethical frameworks, best practices, and concerns should be developed, monitored, and evaluated.
- Clearly define the desired outcomes of the AI model, then frame the key variables to capture.
- Ensuring that the data collected and used to train the AI model illustrates the environment that it will be deployed in and contains diverse and representative data.
- Design and develop algorithms that are sensitive to fairness considerations, and audit these regularly.
- Practice data collection principles that do not disadvantage specific groups.
- Document the development of the AI model, including all datasets, variables identified, and decisions made throughout the development cycle.",
Protocol Specific Misconfiguration,unclassified,,,"## Description
Protocol specific misconfiguration refers to errors in the implementation or configuration of a blockchain protocol, such as consensus mechanisms, staking logic, or bridge validation. These flaws can disrupt network operations or compromise security. An attacker can exploit these misconfigurations to cause denial of service, manipulate consensus, or conduct unauthorized transactions.

**Business Impact**  

Protocol misconfigurations can destabilize the network, cause financial losses, and erode trust in the blockchain ecosystem. These issues can also impact dependent decentralized applications and associated stakeholders.

**Steps to Reproduce**  

1. Navigate to the following URL: {{URL}}
1. Analyze the protocol design and configuration for missing checks or weaknesses  {{explanation of where + screenshot}}
1. Interact with the protocol using malformed inputs or transactions 
1. Test the behavior of consensus and state transitions under stress conditions  
1. Exploit identified weaknesses to gain unauthorized control or disrupt operations

**Proof of Concept**

The screenshot(s) below demonstrate(s) the vulnerability:
>
> {{screenshot}}

## Resolution
Implementing the following defensive measures can prevent and limit the impact of the vulnerability:

- Conduct formal verification of protocol logic and consensus rules.  
- Regularly audit and test protocol configurations under various conditions.  
- Implement failsafes to detect and mitigate abnormal behaviors.  
- Use robust cryptographic primitives to secure protocol operations.",
Protocol Specific Misconfiguration - Improper Validation and Finalization Logic,unclassified,,,"## Description
Improper validation and finalization logic vulnerabilities arise when a protocol fails to enforce finality, or confirm transactions accurately, allowing for these unconfirmed or incorrect states to be exploited. An attacker can abuse this flaw to execute unauthorized operations or manipulate state data, leading to inconsistent data states, and allowing for unauthorized asset transfers or double-spending. 

**Business Impact**

This misconfiguration can cause data discrepancies, asset losses, and conflicts within the protocol. If such issues persist, they erode trust in the platform’s reliability and security, driving away users and damaging the platform's credibility. 

**Steps to Reproduce**  

1. Navigate to the following URL: {{URL}}
1. Identify a transaction or process that involves finalization
1. Perform {{action}} to interact with the system before the transaction is finalized
1. Observe that the transaction finalizes with errors or fails to validate correctly

**Proof of Concept**

The screenshot(s) below demonstrate(s) the vulnerability:
>
> {{screenshot}}

## Resolution
Implementing the following defensive measures can prevent and limit the impact of the vulnerability:

- Apply strict transaction validation checks to ensure each step is completed before proceeding.
- Implement multi-layered confirmation processes to verify asset transfers and state changes.
- Regularly perform audits of the transaction finalization logic for potential vulnerabilities.
- Use tools for real-time monitoring of transaction consistency to detect and flag irregularities.",
Protocol Specific Misconfiguration - Sandwich-Enabled Attack,high,,,"## Description
A Sandwich-enabled attack involves a misconfiguration that allows an attacker to observe a pending transaction, submit a transaction before it (front-running), and another transaction after it (back-running), effectively ""sandwiching"" the victim’s transaction. An attacker can exploit this vulnerability to profit by manipulating the market price of assets between their transactions, which can result in inflated transaction costs for users, market distortions, and potential financial losses.

**Business Impact**  

Sandwich attacks degrade user trust, as legitimate users bear higher transaction costs and potential asset price slippage. This can drive users away from the protocol and tarnish the platform’s reputation in the decentralized finance space.

**Steps to Reproduce**  

1. Navigate to the following URL: {{URL}}
1. Identify a transaction or function where price changes affect the outcome.
1. Submit a transaction before the target transaction to influence the price.
1. Submit a transaction after the target to capture the profit from the price change.
1. Observe the increased cost or asset price distortion resulting from the sandwiching technique.

**Proof of Concept**

The screenshot(s) below demonstrate(s) the vulnerability:
>
> {{screenshot}}

## Resolution
Implementing the following defensive measures can prevent and limit the impact of the vulnerability:

- Use algorithms or tools that detect and prevent sandwich attacks by adjusting transaction execution parameters.
- Implement a time-lock feature that delays transaction execution, making it harder to sandwich transactions.
- Apply techniques like randomized transaction fees or batch processing to reduce the predictability of transaction execution.
- Establish educational materials to alert users of potential sandwich attack risks and preventive measures.",
Protocol Specific Misconfiguration - Misconfigured Staking Logic,unclassified,,,"## Description
Misconfigured staking logic occurs when the staking protocol does not adequately secure the staking and reward distribution mechanisms. These misconfigurations can allow an attacker to manipulate stake allocation, bypass staking requirements, or withdraw rewards without fulfilling conditions. This can result in a skewed reward distribution, allowing an attacker to unfairly increase their earnings or disrupt the staking pool.

**Business Impact**  

A compromised staking system leads to an uneven distribution of rewards, undermining user trust and reducing engagement in staking activities. The platform’s reputation is affected if users perceive the staking logic as unfair or exploitable, impacting revenue and user retention.

**Steps to Reproduce** 
 
1. Navigate to the following URL: {{URL}}
1. Stake tokens in the protocol and monitor reward distribution
1. Attempt to manipulate staking rules by performing {{action}}
1. Track if rewards are distributed inaccurately or disproportionately
1. Observe conditions such as minimum staking time or penalties are bypassed

**Proof of Concept**

The screenshot(s) below demonstrate(s) the vulnerability:
>
> {{screenshot}}

## Resolution
Implementing the following defensive measures can prevent and limit the impact of the vulnerability:

- Enforce strict staking conditions, such as minimum staking time and penalties for early withdrawals.
- Regularly audit staking functions for proper reward calculations and accurate token transfers.
- Implement user authentication mechanisms to ensure only legitimate stakers earn rewards.
- Use a multi-signature contract for reward distributions to verify all staking transactions.",
Protocol Specific Misconfiguration,unclassified,,,"## Description
Frontrunning-enabled attacks occur when transactions within the protocol are susceptible to being observed and prioritized by third parties, allowing attackers to insert their own transactions before the original transaction. An attacker can leverage this misconfiguration to profit by manipulating transaction ordering to their advantage. The manipulation of transaction sequences can lead to financial loss for users and disrupt market fairness.

**Business Impact**  

Frontrunning undermines user trust by creating an unfair environment in a financial application. It leads to financial losses for users and damages the protocol's reputation, as users might switch to other platforms with more transparent transaction processing.

**Steps to Reproduce**  

1. Navigate to the following URL: {{URL}}
1. Identify a function where transaction ordering could affect outcomes:
{{Function}}
1. Submit a transaction with specific parameters and track its order
1. Submit a similar transaction immediately afterward with modified parameters
1. Manipulate a transaction by {{action}} and observe that it can consistently be reordered to occur before other transactions

**Proof of Concept**

The screenshot(s) below demonstrate(s) the vulnerability:
>
> {{screenshot}}

## Resolution
Implementing the following defensive measures can prevent and limit the impact of the vulnerability:

- Implement privacy-preserving techniques such as transaction encryption to prevent frontrunning.
- Use batch processing to make transaction ordering less predictable.
- Explore fair ordering mechanisms, like the use of a commit-reveal scheme, to ensure transparent transaction sequencing.
- Regularly audit and monitor transaction ordering to detect signs of frontrunning.",
Cross-Site Scripting (XSS),unclassified,,,"## Description
Cross-Site Scripting (XSS) is a type of injection attack where malicious JavaScript is injected into a website. When a user visits the affected web page, the JavaScript executes within that user’s browser in the context of the domain.

From here, an attacker could carry out any actions that the user is able to perform, including accessing any of the user's data and modifying information within the user’s permissions. This can result in modification, deletion, or theft of data, including accessing or deleting files, or stealing session cookies which an attacker could use to hijack a user’s session.
  
**Business Impact**

XSS could lead to data theft through the attacker’s ability to manipulate data through their access to the application, and their ability to interact with other users, including performing other malicious attacks, which would appear to originate from a legitimate user. These malicious actions could also result in reputational damage for the business through the impact to customers’ trust.

**Steps to Reproduce**

1. Enable a HTTP interception proxy, such as Burp Suite or OWASP ZAP
1. Use a browser to navigate to: {{URL}}
1. Forward the following request to the endpoint:

```http
{{request}}
```

1. Log into an account and navigate to URL which contains the payload
1. Observe the JavaScript payload being executed

**Proof of Concept (PoC)**

Below is a screenshot demonstrating the injected JavaScript executing:

{{screenshot}}

## Resolution
There is no single technique to stop XSS from occurring. However, implementing the right combination of defensive measures within the application will prevent and limit the impact of XSS. Some best practices include the following:

- All user input fields should be sanitized based on what the field is likely to contain. For example, a date field (01/01/2001) should only contain a maximum of 10 characters consisting of numbers and forward slashes. Additionally, drop down or pick lists can be used for allowable inputs to ensure expected values are sent to the server.
- Use appropriate HTTP response headers to ensure the browser correctly interprets responses. These should be customized specific to the application and its environment. For example:

    ``` HTTP
    X-Content-Type-Options: nosniff
    Content-Security-Policy: default-src ‘self’; script-src ‘self’
    ```","https://cheatsheetseries.owasp.org/cheatsheets/Cross_Site_Scripting_Prevention_Cheat_Sheet.html, https://owasp.org/www-community/attacks/xss/"
Cross-Site Scripting (XSS) - Off-Domain,unclassified,,,"## Description
Cross-Site Scripting (XSS) is a type of injection attack where malicious JavaScript is injected into a website. When a user visits the affected web page, the JavaScript executes within that user’s browser in the context of the domain. XSS can be found in this application which allows an attacker to control code that is executed within a user’s browser in the context of a domain which is off the primary domain.

This carries the risk of an attacker being able to trigger an exploit on a separate domain, where only cookies scoped for that domain are at risk. By controlling code that is executed within a user’s browser, an attacker could carry out any action that the user is able to perform. This could include accessing any of the user's data and modifying information within the user’s permissions, assuming that there is a misconfiguration of the scoping for cookies and Cross-Origin Resource Sharing (CORS).
  
**Business Impact**

XSS could lead to data theft through the attacker’s ability to manipulate data through their access to the application, and their ability to interact with other users, including performing other malicious attacks, which would appear to originate from a legitimate user. These malicious actions could also result in reputational damage for the business through the impact to customers’ trust.

**Steps to Reproduce**

1. Enable a HTTP interception proxy, such as Burp Suite or OWASP ZAP
1. Use a browser to navigate to: {{URL}}
1. Forward the following request to the endpoint:

```http
{{request}}
```

1. Log into an account and navigate to: {{URL}}
1. Observe the JavaScript payload being executed

**Proof of Concept (PoC)**

Below is a screenshot demonstrating the injected JavaScript executing:

{{screenshot}}

## Resolution
There is no single technique to stop XSS from occurring. However, implementing the right combination of defensive measures within the application will prevent and limit the impact of XSS. Some best practices include the following:

- All user input fields should be sanitized based on what the field is likely to contain. For example, a date field (01/01/2001) should only contain a maximum of 10 characters consisting of numbers and forward slashes. Additionally, drop down or pick lists can be used for allowable inputs to ensure expected values are sent to the server.
- Use appropriate HTTP response headers to ensure the browser correctly interprets responses. These should be customized specific to the application and its environment. For example:

``` HTTP
X-Content-Type-Options: nosniff
Content-Security-Policy: default-src ‘self’; script-src ‘self’
```","https://cheatsheetseries.owasp.org/cheatsheets/Cross_Site_Scripting_Prevention_Cheat_Sheet.html, https://owasp.org/www-community/attacks/xss/"
Cross-Site Scripting (XSS) - Off-Domain - Data URI,low,,,"## Description
Cross-Site Scripting (XSS) is a type of injection attack where malicious JavaScript is injected into a website. When a user visits the affected web page, the JavaScript executes within that user’s browser in the context of the domain. XSS can be found in this application which allows an attacker to input data into the URL that can be interpreted as a JavaScript payload. The data is then executed in the context of a domain which is off the primary domain. 

This carries the risk of an attacker being able to trigger an exploit on a seperate domain. By controlling code that is executed within a user’s browser, an attacker could carry out any actions that the user is able to perform, including accessing any of the user's data and modifying information within the user’s permissions.
  
**Business Impact**

XSS could lead to data theft through the attacker’s ability to manipulate data through their access to the application, and their ability to interact with other users, including performing other malicious attacks, which would appear to originate from a legitimate user. These malicious actions could also result in reputational damage for the business through the impact to customers’ trust.

**Steps to Reproduce**

1. Enable a HTTP interception proxy, such as Burp Suite or OWASP ZAP
1. Use a browser to navigate to: {{URL}}
1. Observe that a data URI is being used to request data
1. Forward the following request to the endpoint:

```http
{{request}}
```

1. Log into an account and navigate to URL which contains the payload
1. Observe the JavaScript payload being executed

**Proof of Concept (PoC)**

Below is a screenshot demonstrating the injected JavaScript executing:

{{screenshot}}

## Resolution
# Recommendations

All user input fields should be sanitized based on what the field is likely to contain. For example, a date of birth field should only contain a maximum of 10 characters consisting of numbers and forward slashes. Additionally, drop down or pick lists can be used for allowable inputs to ensure expected values are sent to the server.

Encode outputs of HTTP responses to prevent them from being interpreted as active content.

Use appropriate HTTP response headers to ensure the browser correctly interprets responses. For example:

``` bash

 x-content-type-options: nosniff
 Content-Security-Policy: default-src ‘self’; script-src ‘self’

```

Ensure access controls are managed on the principle of least privilege, and are routinely audited for unnecessary access.",https://cheatsheetseries.owasp.org/cheatsheets/Cross_Site_Scripting_Prevention_Cheat_Sheet.html
Cross-Site Scripting (XSS) - Referer,low,,,"## Description
Cross-Site Scripting (XSS) is a type of injection attack where malicious JavaScript is injected into a website. When a user visits the affected web page, the JavaScript executes within that user’s browser in the context of the domain. Referer-based XSS can be found on this domain which allows an attacker to control code that is executed within a user’s browser. This occurs as the referer HTTP header is vulnerable to manipulation.

From here, an attacker could carry out any actions that the user is able to perform, including accessing any of the user's data and modifying information within the user’s permissions. This can result in modification, deletion, or theft of data, including accessing or deleting files, or stealing session cookies which an attacker could use to hijack a user’s session.
  
**Business Impact**

XSS could lead to data theft through the attacker’s ability to manipulate data through their access to the application, and their ability to interact with other users, including performing other malicious attacks, which would appear to originate from a legitimate user. These malicious actions could also result in reputational damage for the business through the impact to customers’ trust.

**Steps to Reproduce**

1. Enable a HTTP interception proxy, such as Burp Suite or OWASP ZAP
1. Use a browser to navigate to: {{URL}}
1. Append the following JavaScript payload to the end of the Referrer header and forward the following request:

```http
{{request}}
```

1. Log into an account and navigate to URL which contains the payload
1. Observe the JavaScript payload being executed

**Proof of Concept (PoC)**

Below is a screenshot demonstrating the injected JavaScript executing:

{{screenshot}}

## Resolution
There is no single technique to stop XSS from occurring. However, implementing the right combination of defensive measures within the application will prevent and limit the impact of XSS. Some best practices include the following:

- All user input fields should be sanitized based on what the field is likely to contain. For example, a date field (01/01/2001) should only contain a maximum of 10 characters consisting of numbers and forward slashes. Additionally, drop down or pick lists can be used for allowable inputs to ensure expected values are sent to the server.
- Use appropriate HTTP response headers to ensure the browser correctly interprets responses. These should be customized specific to the application and its environment. For example:

``` HTTP
X-Content-Type-Options: nosniff
Content-Security-Policy: default-src ‘self’; script-src ‘self’
```","https://cheatsheetseries.owasp.org/cheatsheets/Cross_Site_Scripting_Prevention_Cheat_Sheet.html, https://owasp.org/www-community/attacks/xss/"
Cross-Site Scripting (XSS) - Universal (UXSS),low,,,"## Description
Cross-Site Scripting (XSS) is a type of injection attack where malicious JavaScript is injected into a website. When a user visits the affected web page, the JavaScript executes within that user’s browser in the context of the domain. An instance of Universal XSS can be found on this domain, this allows an attacker to create a crafted URL, which when opened by a user, executes arbitrary JavaScript within that user’s browser affecting any user session opened or cached in the browser.

From here, an attacker could carry out any actions that the user is able to perform in the context of the domain for this application, including accessing any of the user's data and modifying information within the user’s permissions. This can result in modification, deletion, or theft of data, including accessing or deleting files, or stealing session cookies which an attacker could use to hijack a user’s session.
  
**Business Impact**

XSS could lead to data theft through the attacker’s ability to manipulate data through their access to the application, and their ability to interact with other users, including performing other malicious attacks, which would appear to originate from a legitimate user. These malicious actions could also result in reputational damage for the business through the impact to customers’ trust.

**Steps to Reproduce**

1. Enable a HTTP interception proxy, such as Burp Suite or OWASP ZAP
1. Use a browser to navigate to: {{URL}}
1. Forward the following request to the endpoint:

```http
{{request}}
```

1. Log into an account and navigate to URL which contains the payload
1. Observe the JavaScript payload being executed

**Proof of Concept (PoC)**

Below is a screenshot demonstrating the injected JavaScript executing:

{{screenshot}}

## Resolution
There is no single technique to stop XSS from occurring. However, implementing the right combination of defensive measures within the application will prevent and limit the impact of XSS. Some best practices include the following:

- All user input fields should be sanitized based on what the field is likely to contain. For example, a date field (01/01/2001) should only contain a maximum of 10 characters consisting of numbers and forward slashes. Additionally, drop down or pick lists can be used for allowable inputs to ensure expected values are sent to the server.
- Use appropriate HTTP response headers to ensure the browser correctly interprets responses. These should be customized specific to the application and its environment. For example:

``` HTTP
X-Content-Type-Options: nosniff
Content-Security-Policy: default-src ‘self’; script-src ‘self’
```","https://cheatsheetseries.owasp.org/cheatsheets/Cross_Site_Scripting_Prevention_Cheat_Sheet.html, https://owasp.org/www-community/attacks/xss/"
Cross-Site Scripting (XSS) - Flash-Based,info,,,"## Description
Cross-Site Scripting (XSS) is a type of injection attack where malicious JavaScript is injected into a website. When a user visits the affected web page, the JavaScript executes within that user’s browser in the context of the domain. Flash-based XSS can be found on this domain which allows an attacker to control code that is executed within a user’s browser.

From here, an attacker could carry out any actions that the user is able to perform, including accessing any of the user's data and modifying information within the user’s permissions. This can result in modification, deletion, or theft of data, including accessing or deleting files, or stealing session cookies which an attacker could use to hijack a user’s session.
  
**Business Impact**

Flash-based XSS could lead to data theft through the attacker’s ability to manipulate data through their access to the application, and their ability to interact with other users, including performing other malicious attacks, which would appear to originate from a legitimate user. These malicious actions could also result in reputational damage for the business through the impact to customers’ trust.

**Steps to Reproduce**

1. Enable a HTTP interception proxy, such as Burp Suite or OWASP ZAP
1. Use a browser to navigate to the following URL and log in: {{URL}}
1. Upload the following flash file: {{.SWF}}
1. Forward the following request to the endpoint:

```http
{{request}}
```

1. Refresh the page and observe the JavaScript payload being executed

**Proof of Concept (PoC)**

The screenshot(s) below demonstrate(s) the vulnerability:
>
> {{screenshot}}

## Resolution
There is no single technique to stop XSS from occurring. However, implementing the right combination of defensive measures within the application will prevent and limit the impact of XSS. Some best practices include the following:

- Update to a technology stack that is not Flash (such as HTML5, JavaScript, and CSS3). Flash is now a depreciated technology that is no longer supported by many browsers. There are multiple security risks and performance issues related to Flash.
- All user input fields should be sanitized based on what the field is likely to contain. For example, a date field (01/01/2001) should only contain a maximum of 10 characters consisting of numbers and forward slashes. Additionally, drop down or pick lists can be used for allowable inputs to ensure expected values are sent to the server.
- Implement a Content Security Policy (CSP) to ensure the browser correctly interprets responses and restricts which sources can be used to execute scripts. This should be customized specific to the application and its environment. For example:

    ``` HTTP
    X-Content-Type-Options: nosniff
    Content-Security-Policy: default-src ‘self’; script-src ‘self’
    ```","https://cheatsheetseries.owasp.org/cheatsheets/Cross_Site_Scripting_Prevention_Cheat_Sheet.html, https://owasp.org/www-community/attacks/xss/"
Cross-Site Scripting (XSS) - Reflected,unclassified,,,"## Description
Reflected Cross-Site Scripting (XSS) is a type of injection attack where malicious JavaScript code is injected into a website. When a user visits the affected web page, the JavaScript code executes and its input is reflected in the user’s browser. Reflected XSS can be found on this domain which allows an attacker to create a crafted URL. When opened by a user,  this URL will execute arbitrary JavaScript within that user’s browser in the context of the domain.

When an attacker can control code that is executed within a user’s browser, they are able to carry out any actions that the user is able to perform, including accessing any of the user's data and modifying information within the user’s permissions. This can result in modification, deletion, or theft of data, including accessing or deleting files, or stealing session cookies which an attacker could use to hijack a user’s session.

**Business Impact**

Reflected XSS could lead to data theft through the attacker’s ability to manipulate data through their access to the application, and their ability to interact with other users, including performing other malicious attacks, which would appear to originate from a legitimate user. These malicious actions could also result in reputational damage for the business through the impact to customers’ trust.

**Steps to Reproduce**

1. Enable a HTTP interception proxy, such as Burp Suite or OWASP ZAP
1. Use a browser to navigate to: {{URL}}
1. Forward the following request to the endpoint:

```http
{{request}}
```

1. Observe the JavaScript payload being executed

**Proof of Concept (PoC)**

Below is a screenshot demonstrating the injected JavaScript executing at the vulnerable endpoint:

{{screenshot}}

This XSS vulnerability could be further abused by using the following JavaScript payload:

```JavaScript
{{payload}}
```

Here is a screenshot of the full exploit taking place:

{{screenshot}}

## Resolution
There is no single technique to stop XSS from occurring. However, implementing the right combination of defensive measures within the application will prevent and limit the impact of XSS. Some best practices include the following:

- All user input fields should be sanitized based on what the field is likely to contain. For example, a date field (01/01/2001) should only contain a maximum of 10 characters consisting of numbers and forward slashes. Additionally, drop down or pick lists can be used for allowable inputs to ensure expected values are sent to the server.
- Use appropriate HTTP response headers to ensure the browser correctly interprets responses. These should be customized specific to the application and its environment. For example:

```HTTP
X-Content-Type-Options: nosniff
Content-Security-Policy: default-src ‘self’; script-src ‘self’
```","https://cheatsheetseries.owasp.org/cheatsheets/Cross_Site_Scripting_Prevention_Cheat_Sheet.html, https://owasp.org/www-community/attacks/xss/"
